module	Sub category 1:	sub category 2:	sub category 3:	sub category 4:	sub category 5:	sub category 6:	sub category 7:	has descriptor	ontology ID	label	prefered label	parent class	exact synonym	exact match	close match	definition	comment	editors note	broad synonym	narrow synonym	cross refference	BCODMO master parameter	Entity subset	category subset
compound	bromine compound	bromate salt	sodium bromate						CHEBI:75229	sodium bromate	sodium bromate	bromate salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound								CHEBI:22985	calcium compound	calcium compound	compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium hydroxide							CHEBI:35150	calcium hydroxide	calcium hydroxide	calcium compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium hydroxide	calcium dihydroxide						CHEBI:31341	calcium dihydroxide	calcium dihydroxide	calcium hydroxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium hydroxide	calcium monohydroxide						CHEBI:35111	calcium monohydroxide	calcium monohydroxide	calcium hydroxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt							CHEBI:35156	calcium salt	calcium salt	calcium compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt	Calcium hypochlorite						CHEBI:31342	Calcium hypochlorite	Calcium hypochlorite	calcium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt	calcium acetate						CHEBI:3310	calcium acetate	calcium acetate	calcium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt	calcium carbonate						CHEBI:3311	calcium carbonate	calcium carbonate	calcium salt										http://lod.bco-dmo.org/id/parameter/1184	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt	calcium chloride dihydrate						CHEBI:86158	calcium chloride dihydrate	calcium chloride dihydrate	calcium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt	calcium chloride hexahydrate						CHEBI:91243	calcium chloride hexahydrate	calcium chloride hexahydrate	calcium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt	calcium cyanamide						CHEBI:64301	calcium cyanamide	calcium cyanamide	calcium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt	calcium dibromide						CHEBI:31338	calcium dibromide	calcium dibromide	calcium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt	calcium dichloride						CHEBI:3312	calcium dichloride	calcium dichloride	calcium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt	calcium difluoride						CHEBI:35437	calcium difluoride	calcium difluoride	calcium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt	calcium nitrate						CHEBI:64205	calcium nitrate	calcium nitrate	calcium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt	calcium phosphate						CHEBI:77635	calcium phosphate	calcium phosphate	calcium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	calcium compound	calcium salt	calcium sulfate						CHEBI:31346	calcium sulfate	calcium sulfate	calcium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound								CHEBI:33582	carbon compound	carbon compound	compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoanion							CHEBI:35604	carbon oxoanion	carbon oxoanion	carbon compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoanion	(dioxido)oxidocarbonate(.1-)						CHEBI:29788	(dioxido)oxidocarbonate(.1-)	(dioxido)oxidocarbonate(.1-)	carbon oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoanion	carbonate						CHEBI:41609	carbonate	carbonate	carbon oxoanion										http://lod.bco-dmo.org/id/parameter/489495	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoanion	hydrogen ((13)C)carbonate						CHEBI:140315	hydrogen ((13)C)carbonate	hydrogen ((13)C)carbonate	carbon oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoanion	hydrogencarbonate						CHEBI:17544	hydrogencarbonate	hydrogencarbonate	carbon oxoanion										http://lod.bco-dmo.org/id/parameter/489494	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoanion	hydrogensquarate						CHEBI:59711	hydrogensquarate	hydrogensquarate	carbon oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoanion	nitrosoperoxycarbonate(1-)						CHEBI:62726	nitrosoperoxycarbonate(1-)	nitrosoperoxycarbonate(1-)	carbon oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoanion	squarate						CHEBI:59712	squarate	squarate	carbon oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoanion	trioxidocarbonate(.1-)						CHEBI:29376	trioxidocarbonate(.1-)	trioxidocarbonate(.1-)	carbon oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoacid							CHEBI:35605	carbon oxoacid	carbon oxoacid	carbon compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoacid	carbamic acid						CHEBI:28616	carbamic acid	carbamic acid	carbon oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoacid	carbonic acid						CHEBI:28976	carbonic acid	carbonic acid	carbon oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoacid	carbonothioic acid						CHEBI:36960	carbonothioic acid	carbonothioic acid	carbon oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoacid	carboxylic acid						CHEBI:33575	carboxylic acid	carboxylic acid	carbon oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoacid	hydroxidodioxidocarbon(.)						CHEBI:29789	hydroxidodioxidocarbon(.)	hydroxidodioxidocarbon(.)	carbon oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxoacid	squaric acid						CHEBI:52141	squaric acid	squaric acid	carbon oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxide							CHEBI:23014	carbon oxide	carbon oxide	carbon compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxide	carbon dioxide						CHEBI:16526	carbon dioxide	carbon dioxide	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxide	carbon monoxide						CHEBI:17245	carbon monoxide	carbon monoxide	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxide	carbon suboxide						CHEBI:30086	carbon suboxide	carbon suboxide	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxide	hydroxidooxidocarbon(.)						CHEBI:29326	hydroxidooxidocarbon(.)	hydroxidooxidocarbon(.)	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxide	oxidocarbon(.1+)						CHEBI:29333	oxidocarbon(.1+)	oxidocarbon(.1+)	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxide	oxidocarbon(2+)						CHEBI:29334	oxidocarbon(2+)	oxidocarbon(2+)	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxide	oxidocarbonate(.1-)						CHEBI:29335	oxidocarbonate(.1-)	oxidocarbonate(.1-)	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbon oxide	oxidooxomethyl						CHEBI:29325	oxidooxomethyl	oxidooxomethyl	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbonate mineral							CHEBI:46720	carbonate mineral	carbonate mineral	carbon compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbonate mineral	aragonite						CHEBI:52239	aragonite	aragonite	carbonate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbonate mineral	calcite						CHEBI:46719	calcite	calcite	carbonate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbonate mineral	ferrous carbonate						CHEBI:86235	ferrous carbonate	ferrous carbonate	carbonate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	carbonate mineral	vaterite						CHEBI:52241	vaterite	vaterite	carbonate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound							CHEBI:50860	organic compound	organic compound	carbon compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon						CHEBI:24632	hydrocarbon	hydrocarbon	organic compound										http://lod.bco-dmo.org/id/parameter/773306	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	trichlorofluoromethane					CHEBI:48236	trichlorofluoromethane	trichlorofluoromethane	hydrocarbon										http://lod.bco-dmo.org/id/parameter/820367	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	dichlorodifluoromethane					BSM:0210003	dichlorodifluoromethane	dichlorodifluoromethane	hydrocarbon	CFC-12									http://lod.bco-dmo.org/id/parameter/820365	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	butane					CHEBI:37808	butane	butane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	decane					CHEBI:41808	decane	decane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	ethane					CHEBI:42266	ethane	ethane	hydrocarbon										http://lod.bco-dmo.org/id/parameter/819910	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	heptane					CHEBI:43098	heptane	heptane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	hexane					CHEBI:29021	hexane	hexane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	isobutane					CHEBI:30363	isobutane	isobutane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	isooctane					CHEBI:62805	isooctane	isooctane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	isopentane					CHEBI:30362	isopentane	isopentane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	long-chain alkane					CHEBI:83563	long-chain alkane	long-chain alkane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	methane					CHEBI:16183	methane	methane	hydrocarbon										http://lod.bco-dmo.org/id/parameter/661598	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	neopentane					CHEBI:30358	neopentane	neopentane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	nonane					CHEBI:32892	nonane	nonane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	octane					CHEBI:17590	octane	octane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	pentane					CHEBI:37830	pentane	pentane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	propane					CHEBI:32879	propane	propane	hydrocarbon										http://lod.bco-dmo.org/id/parameter/819908	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	hydrocarbon	undecane					CHEBI:46342	undecane	undecane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	protein						CHEBI:36080	protein	protein	organic compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	protein	hemoglobin					CHEBI:35143	hemoglobin	hemoglobin	protein											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid						CHEBI:33709	amino acid	amino acid	organic compound										http://lod.bco-dmo.org/id/parameter/1309	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	alanine					CHEBI:16449	alanine	alanine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	arginine					CHEBI:29016	arginine	arginine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	asparagine					CHEBI:22653	asparagine	asparagine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	aspartic acid					CHEBI:22660	aspartic acid	aspartic acid	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	cysteine					CHEBI:15356	cysteine	cysteine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	glutamic acid					CHEBI:18237	glutamic acid	glutamic acid	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	glutamine					CHEBI:28300	glutamine	glutamine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	glycine					CHEBI:15428	glycine	glycine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	histidine					CHEBI:27570	histidine	histidine	amino acid										http://lod.bco-dmo.org/id/parameter/1326	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	isoleucine					CHEBI:24898	isoleucine	isoleucine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	leucine					CHEBI:25017	leucine	leucine	amino acid										http://lod.bco-dmo.org/id/parameter/1332	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	lysine					CHEBI:25094	lysine	lysine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	methionine					CHEBI:16811	methionine	methionine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
